cut,color,clarity,carat,price
Ideal,F,VS2,0.52,1625
Ideal,I,VS2,0.58,1626
Ideal,H,VS2,0.5,1626
Ideal,H,VS2,0.5,1626
Ideal,I,VS2,0.61,1627
Ideal,D,VS2,0.5,1628
Ideal,D,VS2,0.5,1628
Ideal,G,SI1,0.63,1628
Ideal,G,SI1,0.63,1628
Ideal,F,VS2,0.52,1629
Ideal,D,VS2,0.52,1629
Ideal,G,VS1,0.52,1629
Ideal,E,VS2,0.5,1629
Ideal,E,VS2,0.5,1629
Ideal,E,VS2,0.5,1629
Ideal,E,VS2,0.5,1629
Ideal,E,VS2,0.5,1629
Ideal,E,VS2,0.5,1629
Ideal,E,VS2,0.5,1629
Ideal,E,VS2,0.5,1629
Ideal,H,VS1,0.54,1630
Ideal,F,VS1,0.53,1630
Ideal,E,SI1,0.59,1630
Ideal,D,SI1,0.53,1631
Ideal,F,VS2,0.53,1631
Ideal,F,VS2,0.53,1631
Ideal,F,VS2,0.53,1631
Ideal,D,SI1,0.53,1631
Ideal,D,SI1,0.53,1631
Ideal,G,SI1,0.56,1631
Ideal,F,VS2,0.5,1632
Ideal,G,VS2,0.58,1632
Ideal,G,VS1,0.51,1632
Ideal,G,VS1,0.51,1632
Ideal,G,VS1,0.51,1632
Ideal,F,VS1,0.51,1632
Ideal,D,VS2,0.51,1633
Ideal,H,VS1,0.54,1633
Ideal,G,SI1,0.56,1633
Ideal,F,SI1,0.51,1633
Ideal,E,SI1,0.59,1633
Ideal,G,SI1,0.56,1633
Ideal,G,VS2,0.55,1634
Ideal,H,VS1,0.55,1634
Ideal,G,VS1,0.51,1634
Ideal,D,VS2,0.5,1635
Ideal,E,VS1,0.51,1636
Ideal,E,SI1,0.58,1636
Ideal,E,SI1,0.58,1636
Ideal,G,VS2,0.58,1636
Ideal,F,VS2,0.55,1636
Ideal,G,VS1,0.54,1637
Ideal,H,VS2,0.32,523
Ideal,H,VS2,0.32,523
Ideal,H,VS2,0.32,523
Ideal,H,VS2,0.32,523
Ideal,I,VS1,0.32,523
Ideal,I,VS1,0.32,523
Ideal,I,VS1,0.32,523
Ideal,I,VS1,0.32,523
Ideal,H,SI1,0.35,523
Ideal,H,SI1,0.35,523
Ideal,G,SI2,0.31,523
Ideal,G,SI2,0.31,523
Ideal,I,SI1,0.31,523
Ideal,I,SI1,0.31,523
Ideal,F,VS2,0.57,1637
Ideal,F,VS2,0.57,1637
Ideal,F,VS2,0.57,1637
Ideal,D,VS1,0.46,1637
Ideal,D,VS1,0.46,1637
Ideal,D,VVS1,0.4,1637
Ideal,H,VS1,0.5,1637
Ideal,F,SI1,0.62,1637
Ideal,G,VS2,0.54,1637
Ideal,G,VS2,0.54,1637
Ideal,H,VS1,0.54,1637
Ideal,H,VS1,0.54,1637
Ideal,H,VS1,0.54,1637
Ideal,H,VS1,0.54,1637
Ideal,G,VS2,0.54,1637
Ideal,G,VS2,0.54,1637
Ideal,E,SI1,0.54,1637
Ideal,E,SI1,0.54,1637
Ideal,E,SI1,0.54,1637
Ideal,E,VS2,0.55,1639
Ideal,H,VVS2,0.54,1639
Ideal,H,VVS1,0.52,1639
Ideal,F,SI1,0.53,1639
Ideal,F,SI1,0.53,1639
Ideal,I,VVS2,0.5,1640
Ideal,G,VS2,0.58,1641
Ideal,H,VS2,0.63,1641
Ideal,G,VS2,0.57,1642
Ideal,E,VS2,0.55,1643
Ideal,F,VS1,0.46,1643
Ideal,D,VS2,0.51,1644
Ideal,E,VS2,0.52,1644
Ideal,E,VS2,0.52,1644
Ideal,E,VS2,0.52,1644
Ideal,G,VS2,0.54,1644
Ideal,D,VS2,0.55,1645
Ideal,E,VS2,0.52,1646
Ideal,D,VS2,0.5,1646
Ideal,F,SI1,0.6,1646
Ideal,D,SI1,0.59,1646
Ideal,I,IF,0.54,1647
Ideal,H,VVS1,0.5,1648
Ideal,H,VVS1,0.5,1648
Ideal,H,VS2,0.6,1648
Ideal,H,VS1,0.52,1648
Ideal,H,VS2,0.59,1648
Ideal,F,VS2,0.55,1649
Ideal,E,VS1,0.5,1649
Ideal,E,SI1,0.56,1649
Ideal,E,SI1,0.51,1649
Ideal,F,VS2,0.53,1650
Ideal,D,SI1,0.54,1650
Ideal,E,VS2,0.52,1651
Ideal,D,SI1,0.52,1651
Ideal,G,VS1,0.51,1652
Ideal,F,SI1,0.59,1652
Ideal,H,VS2,0.62,1652
Ideal,E,VS2,0.53,1653
Ideal,D,VS2,0.5,1653
Ideal,I,IF,0.53,1654
Ideal,E,VS2,0.57,1654
Ideal,G,IF,0.46,1654
Ideal,F,VS2,0.5,1654
Ideal,F,VS2,0.5,1654
Ideal,D,SI1,0.5,1654
Ideal,D,SI1,0.5,1654
Ideal,D,SI1,0.5,1654
Ideal,D,SI1,0.5,1654
Ideal,D,SI1,0.5,1654
Ideal,D,SI1,0.5,1654
Ideal,F,SI1,0.6,1654
Ideal,H,VS2,0.57,1655
Ideal,F,VS2,0.53,1655
Ideal,F,VS2,0.53,1655
Ideal,E,VS2,0.5,1655
Ideal,G,VS1,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,G,VS1,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,E,VS2,0.51,1656
Ideal,F,VVS1,0.42,1656
Ideal,E,SI1,0.52,1656
Ideal,E,SI1,0.52,1656
Ideal,E,SI1,0.52,1656
Ideal,J,VS1,0.7,1657
Ideal,E,VVS2,0.46,1657
Ideal,F,VS2,0.58,1657
Ideal,E,VS2,0.59,1657
Ideal,G,VS2,0.56,1658
Ideal,D,VS2,0.53,1659
Ideal,D,VS2,0.53,1659
Ideal,G,VS2,0.55,1659
Ideal,E,VS2,0.53,1659
Ideal,G,VS1,0.53,1659
Ideal,G,SI1,0.61,1659
Ideal,G,SI1,0.61,1659
Ideal,D,VVS1,0.43,1659
Ideal,G,VS2,0.51,1660
Ideal,F,VS2,0.51,1660
Ideal,D,VS2,0.51,1660
Ideal,F,VS2,0.51,1661
Ideal,E,VVS1,0.46,1661
Ideal,F,VS2,0.54,1662
Ideal,D,SI1,0.54,1662
Ideal,D,SI1,0.54,1662
Ideal,D,SI1,0.54,1662
Ideal,F,VS2,0.54,1662
Ideal,F,VS2,0.54,1662
Ideal,D,SI1,0.54,1662
Ideal,F,VS2,0.54,1662
Ideal,F,VS2,0.54,1662
Ideal,D,SI1,0.54,1662
Ideal,G,VS2,0.56,1662
Ideal,G,VS2,0.56,1662
Ideal,G,VS2,0.56,1662
Ideal,G,VS2,0.55,1662
Ideal,G,VS2,0.56,1662
Ideal,F,VS2,0.52,1662
Ideal,G,VS1,0.52,1662
Ideal,G,VS1,0.52,1662
Ideal,G,VS1,0.51,1662
Ideal,E,VS2,0.51,1662
Ideal,E,VS2,0.51,1662
Ideal,E,VS2,0.51,1662
Ideal,E,VS2,0.51,1662
Ideal,E,VS2,0.51,1662
Ideal,D,SI1,0.3,524
Ideal,D,SI1,0.3,524
Ideal,D,SI1,0.3,524
Ideal,D,SI1,0.3,524
Ideal,D,SI1,0.3,524
Ideal,D,SI1,0.3,524
Ideal,G,VS1,0.3,524
Ideal,G,VS1,0.3,524
Ideal,H,VS1,0.32,524
Ideal,G,VS2,0.32,524
Ideal,G,VS2,0.32,524
Ideal,H,VS1,0.32,524
Ideal,G,VS2,0.32,524
Ideal,E,VS2,0.51,1662
Ideal,G,SI1,0.67,1662
Ideal,G,VS1,0.51,1662
Ideal,G,SI1,0.57,1662
Ideal,E,SI1,0.59,1664
Ideal,G,VS2,0.59,1664
Ideal,E,SI1,0.59,1664
Ideal,E,SI1,0.59,1664
Ideal,F,VS2,0.56,1664
Ideal,D,VS2,0.52,1664
Ideal,D,SI1,0.56,1664
Ideal,H,VS2,0.55,1664
Ideal,H,VS1,0.52,1665
Ideal,D,VVS1,0.4,1665
Ideal,E,VS2,0.55,1665
Ideal,I,VS1,0.57,1665
Ideal,G,VS1,0.52,1665
Ideal,E,VS1,0.5,1665
Ideal,G,SI1,0.53,1665
Ideal,F,VS2,0.58,1666
Ideal,F,VS2,0.58,1666
Ideal,H,SI1,0.5,1666
Ideal,H,SI1,0.5,1666
Ideal,E,VS2,0.55,1667
Ideal,E,VS2,0.55,1667
Ideal,G,VS1,0.55,1667
Ideal,H,VVS2,0.55,1668
Ideal,H,VVS2,0.55,1668
Ideal,H,VVS2,0.55,1668
Ideal,H,VVS2,0.55,1668
Ideal,E,VS1,0.52,1668
Ideal,E,VS1,0.52,1668
Ideal,H,VS1,0.51,1668
Ideal,H,VS1,0.51,1668
Ideal,G,VS1,0.51,1668
Ideal,G,VS1,0.51,1668
Ideal,G,VS1,0.51,1668
Ideal,E,SI1,0.55,1668
Ideal,E,SI1,0.55,1668
Ideal,E,SI1,0.55,1668
Ideal,E,SI1,0.55,1668
Ideal,E,SI1,0.55,1668
Ideal,E,SI1,0.55,1668
Ideal,E,SI1,0.55,1668
Ideal,H,VVS2,0.51,1669
Ideal,F,SI1,0.54,1669
Ideal,I,IF,0.54,1669
Ideal,E,VS2,0.58,1670
Ideal,E,SI1,0.57,1670
Ideal,H,VS1,0.58,1671
Ideal,D,SI1,0.59,1671
Ideal,D,VVS1,0.35,1672
Ideal,F,VS2,0.56,1672
Ideal,D,VS2,0.54,1672
Ideal,D,VS2,0.55,1673
Ideal,F,SI2,0.67,1673
Ideal,H,VVS2,0.53,1674
Ideal,D,VS2,0.51,1674
Ideal,E,VS1,0.5,1675
Ideal,E,VS2,0.51,1675
Ideal,G,SI1,0.52,1675
Ideal,G,SI1,0.52,1675
Ideal,E,SI1,0.55,1675
Ideal,E,VS2,0.53,1676
Ideal,E,VS2,0.53,1676
Ideal,E,VS2,0.5,1676
Ideal,E,VS2,0.5,1676
Ideal,E,VS2,0.5,1676
Ideal,D,VS2,0.52,1677
Ideal,D,SI1,0.56,1677
Ideal,D,VS2,0.51,1678
Ideal,D,VS2,0.5,1678
Ideal,D,VS2,0.51,1678
Ideal,H,VS1,0.53,1678
Ideal,H,VS1,0.53,1678
Ideal,H,VS1,0.53,1678
Ideal,E,VS1,0.5,1678
Ideal,F,VS2,0.55,1679
Ideal,D,VS2,0.52,1679
Ideal,F,VS1,0.5,1679
Ideal,F,VS1,0.5,1679
Ideal,I,VVS1,0.58,1680
Ideal,F,VS2,0.54,1680
Ideal,F,VS2,0.54,1680
Ideal,F,VS1,0.51,1680
Ideal,I,VVS1,0.54,1681
Ideal,F,SI1,0.61,1681
Ideal,G,VS1,0.56,1682
Ideal,F,VS1,0.55,1682
Ideal,E,SI1,0.51,1682
Ideal,E,SI1,0.52,1682
Ideal,E,VS2,0.58,1683
Ideal,E,VS2,0.58,1683
Ideal,G,IF,0.43,1683
Ideal,F,VS2,0.53,1683
Ideal,D,SI1,0.53,1683
Ideal,D,SI1,0.53,1683
Ideal,E,VS2,0.54,1684
Ideal,F,VS2,0.57,1684
Ideal,D,SI1,0.57,1684
Ideal,H,VVS1,0.5,1684
Ideal,D,SI1,0.59,1684
Ideal,G,VS1,0.54,1684
Ideal,F,SI1,0.56,1685
Ideal,H,VS1,0.55,1686
Ideal,D,SI1,0.51,1687
Ideal,H,VS2,0.56,1687
Ideal,F,VS2,0.51,1687
Ideal,F,VS2,0.51,1687
Ideal,F,VS2,0.51,1687
Ideal,F,VS2,0.51,1687
Ideal,D,SI1,0.51,1687
Ideal,D,SI1,0.51,1687
Ideal,D,SI1,0.51,1687
Ideal,D,SI1,0.51,1687
Ideal,D,SI1,0.51,1687
Ideal,F,VS2,0.51,1687
Ideal,E,VS2,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,G,VS1,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,G,VS1,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,G,VS1,0.52,1689
Ideal,G,VS1,0.52,1689
Ideal,G,VS1,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,G,VS1,0.52,1689
Ideal,G,VS1,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,E,VS2,0.52,1689
Ideal,H,VS2,0.52,1689
Ideal,D,VS2,0.52,1689
Ideal,G,VS1,0.51,1689
Ideal,I,IF,0.56,1689
Ideal,E,VS2,0.53,1690
Ideal,D,VS2,0.5,1690
Ideal,D,VS2,0.5,1690
Ideal,G,SI1,0.58,1690
Ideal,D,SI2,0.61,1690
Ideal,G,VS2,0.57,1691
Ideal,F,VS2,0.5,1691
Ideal,H,VS1,0.56,1691
Ideal,G,VS1,0.52,1691
Ideal,G,VS1,0.51,1691
Ideal,E,SI1,0.56,1691
Ideal,F,VS2,0.55,1692
Ideal,F,VS2,0.55,1692
Ideal,F,VS2,0.55,1692
Ideal,F,VS2,0.55,1692
Ideal,D,SI1,0.55,1692
Ideal,J,VVS1,0.61,1692
Ideal,G,VS1,0.53,1692
Ideal,D,VVS2,0.4,1693
Ideal,J,VVS2,0.36,525
Ideal,G,VVS2,0.25,525
Ideal,G,VVS2,0.25,525
Ideal,G,VVS2,0.25,525
Ideal,G,VVS2,0.25,525
Ideal,G,VVS2,0.25,525
Ideal,H,VVS1,0.25,525
Ideal,H,VVS1,0.25,525
Ideal,G,VS2,0.29,525
Ideal,G,VS2,0.29,525
Ideal,J,SI1,0.38,525
Ideal,J,SI1,0.38,525
Ideal,J,SI1,0.38,525
Ideal,H,IF,0.25,525
Ideal,F,VVS2,0.24,526
Ideal,D,SI1,0.59,1694
Ideal,G,VS1,0.52,1694
Ideal,G,VS1,0.52,1694
Ideal,D,VS2,0.53,1694
Ideal,G,VS1,0.52,1694
Ideal,E,VS2,0.52,1694
Ideal,E,VS2,0.52,1694
Ideal,E,VS2,0.52,1694
Ideal,E,VS2,0.52,1694
Ideal,E,VS2,0.52,1694
Ideal,E,VS2,0.52,1694
Ideal,H,VS2,0.56,1694
Ideal,H,VVS1,0.52,1695
Ideal,E,VS2,0.5,1695
Ideal,E,VS2,0.54,1695
Ideal,G,VS1,0.53,1695
Ideal,F,VS1,0.5,1695
Ideal,F,VS1,0.5,1695
Ideal,H,VVS2,0.54,1696
Ideal,H,VVS2,0.54,1696
Ideal,F,VS1,0.53,1697
Ideal,E,VS1,0.51,1697
Ideal,I,VVS1,0.59,1698
Ideal,E,VS2,0.58,1698
Ideal,E,VS2,0.57,1698
Ideal,D,SI1,0.6,1698
Ideal,I,VVS1,0.56,1698
Ideal,I,VVS1,0.56,1698
Ideal,G,VS2,0.56,1698
Ideal,G,VS2,0.56,1698
Ideal,H,VS1,0.56,1698
Ideal,G,VS2,0.56,1698
Ideal,G,VS2,0.56,1698
Ideal,G,VS2,0.56,1698
Ideal,G,VS2,0.56,1698
Ideal,G,VS2,0.56,1698
Ideal,E,SI1,0.56,1698
Ideal,E,SI1,0.56,1698
Ideal,E,SI1,0.56,1698
Ideal,E,SI1,0.56,1698
Ideal,F,VS2,0.55,1698
Ideal,F,VS2,0.55,1698
Ideal,F,SI1,0.63,1698
Ideal,E,VS2,0.56,1699
Ideal,H,VS1,0.52,1699
Ideal,H,VS1,0.52,1699
Ideal,E,VS1,0.53,1700
Ideal,F,SI1,0.55,1700
Ideal,E,SI1,0.5,1700
Ideal,D,VS2,0.52,1701
Ideal,H,VVS1,0.51,1702
Ideal,F,VS2,0.55,1702
Ideal,I,SI2,0.7,1702
Ideal,D,VS2,0.53,1704
Ideal,G,VS2,0.59,1705
Ideal,F,SI1,0.58,1705
Ideal,F,VS2,0.58,1706
Ideal,H,VS1,0.61,1706
Ideal,D,SI1,0.53,1706
Ideal,F,VS1,0.52,1707
Ideal,D,VS1,0.52,1707
Ideal,E,VS2,0.53,1707
Ideal,E,VS2,0.53,1707
Ideal,F,VS2,0.56,1708
Ideal,E,VS2,0.52,1708
Ideal,G,VS1,0.51,1708
Ideal,G,VS1,0.51,1708
Ideal,E,VS1,0.51,1708
Ideal,D,SI1,0.56,1708
Ideal,J,VVS2,0.64,1709
Ideal,F,VS2,0.55,1709
Ideal,F,VS2,0.55,1709
Ideal,H,VS1,0.54,1709
Ideal,E,VS2,0.51,1709
Ideal,F,VS1,0.5,1710
Ideal,H,VVS1,0.5,1710
Ideal,F,VS2,0.51,1711
Ideal,G,SI1,0.63,1711
Ideal,G,SI2,0.69,1711
Ideal,E,VS2,0.52,1712
Ideal,D,VS2,0.5,1712
Ideal,G,VS1,0.56,1712
Ideal,I,SI1,0.66,1712
Ideal,H,IF,0.53,1712
Ideal,I,VVS1,0.55,1712
Ideal,I,VVS1,0.55,1712
Ideal,J,SI1,0.71,1713
Ideal,I,VVS1,0.61,1713
Ideal,E,VS2,0.54,1713
Ideal,E,SI1,0.52,1713
Ideal,E,VS2,0.55,1715
Ideal,E,VS2,0.55,1715
Ideal,E,VS2,0.55,1715
Ideal,H,SI2,0.7,1715
Ideal,H,VVS2,0.55,1715
Ideal,I,VVS1,0.6,1715
Ideal,G,VS2,0.55,1715
Ideal,F,VS2,0.55,1715
Ideal,H,VS1,0.56,1715
Ideal,D,SI1,0.54,1715
Ideal,D,VS2,0.51,1716
Ideal,D,VS2,0.51,1716
Ideal,E,VS1,0.5,1716
Ideal,D,VS2,0.51,1716
Ideal,D,VS2,0.57,1718
Ideal,D,VVS1,0.36,1718
Ideal,G,SI1,0.59,1718
Ideal,F,SI1,0.55,1718
Ideal,G,VS2,0.58,1719
Ideal,G,VS2,0.58,1719
Ideal,I,VS1,0.52,1720
Ideal,J,VVS2,0.54,1720
Ideal,H,VS1,0.57,1720
Ideal,F,VS2,0.52,1720
Ideal,D,SI1,0.52,1720
Ideal,D,SI1,0.52,1720
Ideal,D,SI1,0.52,1720
Ideal,D,SI1,0.52,1720
Ideal,D,SI1,0.52,1720
Ideal,D,SI1,0.52,1720
Ideal,D,SI1,0.52,1720
Ideal,D,SI1,0.52,1720
Ideal,E,SI1,0.54,1720
Ideal,E,VS2,0.53,1721
Ideal,G,VS1,0.53,1721
Ideal,E,VS2,0.53,1721
Ideal,E,VS2,0.53,1721
Ideal,E,VS2,0.53,1721
Ideal,G,VS1,0.53,1721
Ideal,G,VS1,0.53,1721
Ideal,E,VS2,0.53,1721
Ideal,E,VS2,0.53,1721
Ideal,E,VS2,0.53,1721
Ideal,G,VS1,0.53,1721
Ideal,E,VS2,0.53,1721
Ideal,G,VS1,0.53,1721
Ideal,E,VS2,0.53,1721
Ideal,G,VS1,0.53,1721
Ideal,G,VS1,0.52,1721
Ideal,E,VS1,0.47,1721
Ideal,G,VS2,0.5,1721
Ideal,D,VS2,0.53,1722
Ideal,G,VS1,0.52,1722
Ideal,G,VS1,0.52,1722
Ideal,G,VS1,0.52,1722
Ideal,F,VS2,0.56,1723
Ideal,D,SI1,0.56,1723
Ideal,D,SI1,0.56,1723
Ideal,F,VS2,0.56,1723
Ideal,D,SI1,0.56,1723
Ideal,D,SI1,0.56,1723
Ideal,H,VVS1,0.54,1723
Ideal,F,VS2,0.56,1723
Ideal,F,VS2,0.56,1723
Ideal,D,SI1,0.56,1723
Ideal,F,VVS2,0.24,526
Ideal,E,VVS2,0.24,526
Ideal,E,VVS2,0.24,526
Ideal,D,VVS2,0.24,526
Ideal,F,VVS1,0.24,526
Ideal,H,SI1,0.34,526
Ideal,H,VS1,0.3,526
Ideal,H,VS1,0.3,526
Ideal,F,VS2,0.53,1723
Ideal,E,VS1,0.5,1724
Ideal,E,VS1,0.5,1724
Ideal,G,VS1,0.54,1724
Ideal,F,VS1,0.54,1724
Ideal,G,VS2,0.57,1725
Ideal,D,VS2,0.54,1725
Ideal,H,VS2,0.57,1725
Ideal,G,VS1,0.54,1726
Ideal,E,VS1,0.52,1726
Ideal,G,VS1,0.53,1727
Ideal,G,VS1,0.53,1727
Ideal,E,VS2,0.53,1727
Ideal,E,VS2,0.53,1727
Ideal,E,VS2,0.53,1727
Ideal,E,VS2,0.57,1728
Ideal,E,VS2,0.57,1728
Ideal,E,VS2,0.57,1728
Ideal,F,VS1,0.51,1728
Ideal,G,VS2,0.57,1728
Ideal,I,VVS1,0.57,1728
Ideal,G,VS2,0.57,1728
Ideal,G,VS2,0.57,1728
Ideal,E,SI1,0.57,1728
Ideal,E,SI1,0.57,1728
Ideal,E,SI1,0.57,1728
Ideal,F,VS2,0.56,1729
Ideal,D,SI1,0.56,1729
Ideal,H,SI1,0.52,1730
Ideal,H,VS1,0.53,1731
Ideal,F,VS1,0.5,1731
Ideal,F,VS1,0.5,1731
Ideal,E,VS1,0.54,1732
Ideal,E,SI1,0.51,1732
Ideal,E,SI1,0.51,1732
Ideal,E,VS2,0.51,1733
Ideal,G,IF,0.46,1733
Ideal,G,SI1,0.54,1736
Ideal,E,VVS2,0.46,1736
Ideal,F,VS2,0.5,1736
Ideal,D,SI1,0.58,1737
Ideal,G,VS2,0.52,1737
Ideal,F,VS2,0.57,1737
Ideal,G,SI1,0.64,1737
Ideal,E,SI1,0.52,1737
Ideal,E,SI1,0.6,1738
Ideal,F,VS2,0.56,1739
Ideal,F,VS2,0.56,1739
Ideal,E,VS2,0.53,1739
Ideal,E,VS2,0.53,1739
Ideal,D,VS2,0.51,1740
Ideal,F,VS1,0.53,1740
Ideal,G,VVS2,0.5,1741
Ideal,E,VS2,0.55,1741
Ideal,H,VVS1,0.55,1741
Ideal,E,VS1,0.52,1742
Ideal,I,VVS1,0.61,1742
Ideal,I,VVS1,0.59,1742
Ideal,E,SI1,0.58,1742
Ideal,D,SI1,0.59,1743
Ideal,H,VVS1,0.53,1743
Ideal,H,VVS1,0.53,1743
Ideal,E,VS2,0.53,1743
Ideal,I,VVS1,0.56,1743
Ideal,F,VS2,0.59,1743
Ideal,G,VS1,0.52,1743
Ideal,E,VS2,0.52,1743
Ideal,E,VS2,0.52,1743
Ideal,F,SI2,0.72,1743
Ideal,F,VS1,0.51,1744
Ideal,F,VS1,0.51,1744
Ideal,F,VS1,0.51,1744
Ideal,F,VS1,0.51,1744
Ideal,H,VVS2,0.56,1745
Ideal,E,VVS1,0.41,1745
Ideal,G,VS1,0.54,1745
Ideal,G,VS1,0.54,1745
Ideal,E,VS1,0.5,1745
Ideal,D,SI1,0.56,1745
Ideal,G,VS1,0.5,1746
Ideal,G,VS1,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,E,VS2,0.5,1746
Ideal,G,VS2,0.6,1746
Ideal,I,VVS1,0.5,1747
Ideal,E,VS2,0.56,1747
Ideal,H,VVS1,0.52,1748
Ideal,H,VVS2,0.52,1749
Ideal,E,SI1,0.62,1749
Ideal,F,VS2,0.5,1749
Ideal,E,SI1,0.6,1749
Ideal,G,VVS2,0.51,1750
Ideal,G,VVS2,0.51,1750
Ideal,F,VS1,0.51,1751
Ideal,F,SI1,0.57,1751
Ideal,G,VS2,0.55,1752
Ideal,D,VS1,0.51,1752
Ideal,D,VS1,0.51,1752
Ideal,D,SI1,0.61,1752
Ideal,D,VS2,0.5,1752
Ideal,D,VS2,0.5,1752
Ideal,D,VS2,0.5,1752
Ideal,E,VS2,0.58,1752
Ideal,D,VS2,0.52,1752
Ideal,E,SI1,0.55,1752
Ideal,D,VS2,0.56,1753
Ideal,F,VS2,0.53,1753
Ideal,F,VS2,0.53,1753
Ideal,F,VS2,0.53,1753
Ideal,D,SI1,0.53,1753
Ideal,D,SI1,0.53,1753
Ideal,D,SI1,0.53,1753
Ideal,D,SI1,0.57,1754
Ideal,H,VVS1,0.52,1754
Ideal,E,VS2,0.54,1754
Ideal,G,VS1,0.54,1754
Ideal,F,VS2,0.57,1754
Ideal,G,VS1,0.54,1754
Ideal,E,VS2,0.54,1754
Ideal,G,VS1,0.54,1754
Ideal,D,SI1,0.57,1754
Ideal,E,VS2,0.54,1754
Ideal,E,VS2,0.54,1754
Ideal,E,VS2,0.54,1754
Ideal,E,VS2,0.54,1754
Ideal,E,VS2,0.54,1754
Ideal,E,VS2,0.54,1754
Ideal,G,VS1,0.54,1754
Ideal,D,VVS1,0.43,1754
Ideal,D,VVS1,0.4,1754
Ideal,G,VS1,0.53,1754
Ideal,F,VS1,0.55,1754
Ideal,E,VS2,0.59,1755
Ideal,D,VS2,0.55,1755
Ideal,E,VS1,0.5,1755
Ideal,G,SI1,0.56,1755
Ideal,E,SI1,0.3,526
Ideal,H,VS1,0.3,526
Ideal,G,VS2,0.3,526
Ideal,G,VS2,0.3,526
Ideal,H,VS1,0.3,526
Ideal,G,VS2,0.3,526
Ideal,H,VS1,0.3,526
Ideal,H,VS2,0.58,1755
Ideal,G,VS1,0.51,1757
Ideal,E,VS1,0.51,1758
Ideal,E,VS1,0.51,1758
Ideal,G,VS1,0.52,1758
Ideal,I,VVS1,0.58,1758
Ideal,G,VS2,0.58,1758
Ideal,E,SI1,0.58,1758
Ideal,E,SI1,0.58,1758
Ideal,E,SI1,0.7,1758
Ideal,H,VS2,0.57,1759
Ideal,H,VS1,0.58,1759
Ideal,E,VS1,0.5,1759
Ideal,E,VS1,0.51,1759
Ideal,F,SI1,0.57,1759
Ideal,G,VVS2,0.5,1760
Ideal,G,VS2,0.58,1760
Ideal,E,VS2,0.52,1760
Ideal,F,VS2,0.57,1760
Ideal,F,VS2,0.57,1760
Ideal,G,VS1,0.54,1760
Ideal,F,I1,0.71,1761
Ideal,G,VS2,0.58,1761
Ideal,G,VS2,0.58,1761
Ideal,F,VS2,0.56,1761
Ideal,E,VS2,0.58,1761
Ideal,H,VS1,0.54,1762
Ideal,G,VS1,0.55,1763
Ideal,D,VS2,0.54,1763
Ideal,I,IF,0.54,1763
Ideal,E,VS1,0.55,1764
Ideal,D,VVS1,0.37,1764
Ideal,H,VS1,0.58,1764
Ideal,D,SI1,0.5,1764
Ideal,E,VS2,0.54,1765
Ideal,F,VS1,0.51,1765
Ideal,G,VVS2,0.5,1766
Ideal,G,VVS2,0.5,1766
Ideal,H,VVS1,0.51,1766
Ideal,H,SI1,0.6,1766
Ideal,E,VS2,0.55,1767
Ideal,D,VS2,0.51,1767
Ideal,H,VVS1,0.52,1767
Ideal,F,VS1,0.52,1767
Ideal,J,SI2,0.7,1767
Ideal,E,VS2,0.52,1767
Ideal,E,VS2,0.52,1767
Ideal,E,VS2,0.52,1767
Ideal,D,VS2,0.55,1768
Ideal,E,VS2,0.5,1768
Ideal,E,VS2,0.5,1768
Ideal,G,VS2,0.53,1769
Ideal,D,VS2,0.51,1769
Ideal,E,SI1,0.53,1769
Ideal,H,VS1,0.56,1770
Ideal,F,VS1,0.58,1772
Ideal,F,VS1,0.54,1772
Ideal,E,VS1,0.53,1772
Ideal,H,VS1,0.6,1772
Ideal,G,VS1,0.53,1772
Ideal,E,VS1,0.56,1773
Ideal,D,VS2,0.52,1774
