cut,color,clarity,carat,price
Premium,G,VS1,0.41,961
Very Good,I,VS2,0.9,3709
Ideal,G,VS2,0.25,459
Very Good,E,SI1,1.23,7143
Very Good,G,SI2,0.72,2015
Good,G,VS2,0.31,544
Good,F,SI1,1.52,10664
Ideal,D,SI2,0.58,1356
Ideal,H,VS2,2.0,15829
Premium,E,SI1,0.6,1771
Premium,I,VS2,1.71,11958
Ideal,G,VS2,0.42,847
Premium,E,SI1,0.92,4562
Premium,E,VS2,0.35,984
Ideal,I,SI1,0.3,506
Premium,D,SI2,1.2,5551
Ideal,H,VS2,0.32,648
Ideal,E,VS2,0.3,658
Very Good,F,SI1,0.73,2771
Ideal,E,VVS2,0.27,622
Ideal,G,VS2,1.04,6542
Good,H,VS1,0.9,4072
Ideal,F,SI2,1.01,4197
Premium,D,VS1,0.77,4037
Ideal,G,VVS2,0.55,2064
Premium,D,SI2,0.93,4140
Premium,H,VS2,1.5,10291
Very Good,E,VVS1,0.38,1053
Premium,E,SI2,2.57,17116
Ideal,G,VVS1,0.33,1114
Ideal,D,SI1,0.55,1692
Premium,J,VS1,1.57,8752
Very Good,I,VS2,1.21,5387
Very Good,I,VVS2,0.43,838
Ideal,I,VS2,1.2,5884
Ideal,D,VS2,0.54,1939
Ideal,G,SI1,0.74,2654
Very Good,F,VVS1,0.39,1107
Very Good,H,SI1,1.01,4619
Premium,G,SI1,1.7,13737
Premium,G,VVS2,0.35,1024
Fair,H,SI1,1.58,7333
Ideal,D,VS1,0.44,1235
Very Good,I,VVS2,0.3,533
Very Good,F,SI2,0.5,1094
Ideal,D,SI1,0.3,552
Ideal,E,VVS1,0.41,1431
Ideal,G,VS1,1.02,6683
Very Good,H,VS1,0.81,3404
Very Good,E,VS1,1.04,7751
Premium,F,SI1,1.6,12343
Very Good,H,SI1,1.04,4682
Good,D,SI2,0.41,638
Ideal,G,VS1,0.31,642
Premium,E,SI2,1.5,8316
Ideal,H,SI1,0.93,4317
Good,G,VS2,1.57,12547
Very Good,G,VS2,1.47,11060
Good,G,SI1,0.4,655
Very Good,H,VS1,0.3,526
Premium,I,SI2,0.39,684
Premium,H,VS2,1.18,4916
Ideal,G,SI1,0.96,4355
Very Good,E,SI1,1.01,5229
Premium,H,SI1,1.6,9017
Very Good,D,VVS1,0.32,983
Ideal,H,VS2,0.38,741
Ideal,J,VS1,1.68,10681
Ideal,E,VVS2,0.27,620
Ideal,H,VS2,0.3,491
Premium,E,I1,0.5,840
Premium,H,VS2,1.23,6150
Premium,G,VS2,0.53,1335
Good,E,SI1,0.9,3449
Ideal,J,VS2,0.42,680
Ideal,G,VVS1,1.52,15959
Ideal,F,VS1,0.52,1778
Ideal,H,SI2,1.0,4649
Very Good,F,VS1,0.7,2604
Very Good,F,SI1,1.01,4972
Premium,E,VS2,0.36,1013
Premium,G,SI2,0.91,3047
Premium,D,VS2,1.5,14675
Ideal,H,IF,0.3,764
Very Good,E,VS2,1.02,6816
Very Good,I,VS1,1.14,5148
Premium,I,SI2,2.06,14982
Good,H,SI1,1.58,9774
Ideal,J,VVS2,1.42,7773
Premium,H,SI1,1.1,5544
Ideal,H,VS1,1.24,7743
Good,F,SI1,0.72,2421
Ideal,G,VS2,0.27,490
Fair,F,I1,2.03,6753
Ideal,D,VS1,0.39,1095
Good,H,SI1,0.81,2534
Ideal,G,IF,0.33,984
Ideal,I,SI2,1.6,8377
Ideal,G,VS1,0.25,438
Premium,I,VVS1,0.4,842
Ideal,F,VS1,0.34,723
Ideal,H,IF,0.51,1905
Very Good,I,VS1,1.2,6652
Ideal,F,SI1,0.54,1307
Ideal,F,VS1,1.02,8157
Good,G,VS1,0.61,1785
Good,G,SI1,0.33,492
Ideal,I,VS1,0.75,2659
Premium,G,VS1,1.09,7422
Premium,I,VS2,0.9,3539
Ideal,G,VVS1,0.3,764
Ideal,F,VVS2,0.43,1250
Very Good,E,VS2,0.71,2954
Premium,G,SI2,0.96,3215
Very Good,D,SI1,0.42,756
Ideal,I,VS1,0.28,503
Premium,G,SI1,1.12,5181
Ideal,G,SI1,0.9,3931
Premium,E,SI2,0.34,612
Very Good,E,VS2,0.77,3911
Ideal,D,VVS2,0.4,1323
Premium,H,SI1,1.13,5410
Premium,G,VS2,1.53,13206
Good,G,SI2,1.03,3929
Ideal,G,VVS1,0.34,863
Very Good,E,SI2,0.52,1112
Very Good,J,SI1,0.77,1807
Very Good,G,VVS2,0.5,1784
Premium,E,VS2,0.76,3107
Good,E,VS2,1.0,6050
Ideal,G,VVS1,0.55,2632
Ideal,I,VS1,0.31,424
Very Good,E,VS1,0.44,1246
Premium,D,SI1,1.02,5998
Premium,G,VS2,0.9,4259
Very Good,F,VS2,0.8,3653
Very Good,E,VS2,0.85,3997
Ideal,D,VS2,0.32,828
Ideal,I,SI2,2.15,14519
Ideal,E,VVS1,1.13,14525
Fair,H,VVS2,0.7,2500
Good,G,VS2,0.4,807
Very Good,F,SI2,1.2,4502
Ideal,D,VS2,0.52,1919
Premium,E,VS1,0.31,734
Ideal,H,VVS2,0.3,590
Very Good,D,SI1,1.14,7106
Very Good,D,SI2,0.59,1419
Good,F,SI2,1.02,4162
Premium,H,VS2,1.2,6048
Very Good,E,SI2,1.7,12030
Ideal,H,VS2,0.72,2548
Ideal,G,IF,0.32,1020
Ideal,H,SI2,0.57,1077
Premium,F,SI1,0.71,2352
Ideal,E,SI2,0.31,558
Good,E,IF,0.9,6804
Very Good,F,SI2,0.34,478
Very Good,E,VVS1,0.32,954
Ideal,D,SI2,0.31,593
Very Good,G,VS1,0.9,4116
Premium,F,SI2,1.5,8232
Very Good,G,VS2,1.0,5806
Ideal,J,SI2,1.77,7771
Very Good,E,SI1,1.53,12386
Very Good,H,SI2,2.02,13655
Ideal,I,VS1,1.76,11616
Premium,G,VVS2,0.4,980
Premium,H,VS1,1.25,8099
Ideal,F,IF,0.81,6338
Ideal,H,SI2,2.04,16800
Ideal,F,VVS1,0.38,1096
Very Good,H,VVS2,0.31,625
Very Good,E,SI2,0.66,1769
Ideal,H,IF,0.71,4007
Premium,D,VS2,0.9,4586
Very Good,G,VVS2,1.04,7481
Premium,D,SI2,0.5,1279
Premium,J,SI1,1.2,4838
Good,E,SI1,0.51,1170
Ideal,H,SI1,1.36,8989
Ideal,I,SI1,2.04,16718
Ideal,E,VS1,0.5,1649
Ideal,F,IF,0.52,2575
Fair,E,VS2,1.0,5376
Ideal,F,SI2,0.9,4198
Good,G,SI1,0.31,593
Ideal,H,SI2,1.03,3634
Very Good,H,SI2,1.48,7244
Premium,G,SI2,1.34,6581
Premium,I,VS2,1.7,11781
Ideal,E,VS1,0.59,2172
Ideal,E,SI1,0.77,3000
Good,H,VVS2,1.0,4592
Ideal,G,VS1,0.41,961
Premium,H,SI1,1.01,4707
Good,F,VS2,0.3,565
Ideal,I,VS2,0.43,716
Ideal,E,VS2,0.33,681
Ideal,F,VVS1,0.31,975
Premium,E,VVS2,0.4,1056
Good,E,SI2,0.4,622
Ideal,H,VVS1,0.31,907
Ideal,H,SI1,1.22,6776
Ideal,E,SI1,0.51,1682
Premium,G,SI2,1.5,8316
Very Good,D,VS2,0.38,871
Ideal,F,SI1,0.51,1406
Very Good,D,SI2,0.46,844
Good,E,SI1,0.73,2749
Ideal,H,SI1,2.08,17469
Ideal,J,SI1,1.24,3312
Ideal,H,VS2,0.31,518
Ideal,D,VS2,0.3,670
Premium,J,SI2,2.0,11106
Very Good,D,VVS2,1.1,11132
Ideal,F,SI2,0.54,1409
Premium,F,SI2,1.97,14542
Premium,F,IF,0.31,874
Premium,I,SI2,1.39,4826
Good,H,SI1,1.0,4510
Ideal,G,SI1,0.39,866
Good,F,SI1,0.7,2401
Very Good,G,SI1,0.51,1237
Premium,E,SI2,0.4,855
Fair,F,VS2,1.01,5501
Premium,E,SI1,1.0,5396
Very Good,H,VS2,0.91,4201
Ideal,I,VS1,0.64,1589
Ideal,G,SI2,2.06,18293
Ideal,D,VS1,0.32,706
Ideal,F,VS1,0.38,915
Very Good,I,SI1,0.31,523
Ideal,F,VS2,0.34,880
Premium,G,VS2,0.56,1698
Very Good,F,SI2,0.51,1243
Premium,F,SI1,1.11,5091
Premium,D,SI2,0.91,4123
Premium,H,VS1,1.56,11345
Premium,G,SI2,1.14,4688
Very Good,F,SI2,2.03,15811
Very Good,H,SI2,0.59,1160
Very Good,H,SI2,1.0,4379
Very Good,H,SI1,1.04,4310
Ideal,G,VVS2,0.35,1092
Premium,F,SI1,2.01,14502
Ideal,I,VVS2,0.3,529
Ideal,F,VS1,0.38,916
Premium,I,SI2,1.51,7766
Premium,H,SI1,1.51,10012
Very Good,D,VS2,0.52,1828
Ideal,G,IF,0.31,891
Premium,J,IF,0.7,2264
Very Good,F,VS1,0.54,1813
Ideal,E,VS1,0.31,804
Very Good,E,VS2,0.5,1451
Very Good,H,VS2,0.74,2463
Good,E,SI1,0.51,1343
Ideal,I,SI1,1.07,5002
Ideal,E,VS2,0.76,3431
Very Good,D,VS2,1.01,7001
Good,D,SI1,0.9,3689
Ideal,F,VS1,0.41,1076
Ideal,J,VS1,1.71,11711
Ideal,G,VVS2,0.39,952
Very Good,G,VVS1,0.3,710
Very Good,D,VS1,0.3,666
Ideal,G,SI1,0.38,666
Premium,I,SI2,2.01,13400
Premium,G,SI1,0.62,1572
Very Good,E,VVS1,0.37,1055
Very Good,I,VS2,2.02,16179
Very Good,G,VS1,1.29,9105
Very Good,J,VS1,1.71,9707
Good,F,VS1,0.43,1167
Premium,H,SI2,1.22,5671
Premium,H,VS2,0.35,709
Premium,F,VS2,1.5,14372
Premium,E,SI1,1.13,5012
Ideal,H,SI2,1.02,2856
Premium,G,VS1,1.5,14234
Very Good,F,VVS1,0.24,608
Ideal,F,VS2,0.35,706
Very Good,D,SI2,0.93,4214
Premium,H,SI2,1.01,3083
Ideal,G,VS2,0.73,2586
Premium,D,VS2,0.53,1857
Ideal,F,IF,0.31,901
Very Good,I,SI2,0.7,1795
Ideal,H,VVS2,0.55,1715
Ideal,F,SI1,0.72,2440
Good,E,SI2,1.01,4436
Very Good,E,SI2,0.9,3139
Very Good,D,SI2,0.79,3081
Good,G,VS1,0.3,605
Very Good,F,SI1,0.74,2583
Ideal,E,VVS1,0.35,1116
Good,E,IF,0.38,1318
Premium,J,VS2,2.18,15465
Premium,G,VS2,1.01,5864
Premium,I,VS1,1.16,5457
Ideal,E,VS1,1.01,7565
Very Good,F,VVS1,0.52,2205
Ideal,F,SI1,0.71,2381
Premium,G,VS2,0.47,1102
Good,J,SI2,1.38,4598
Premium,D,VS2,1.22,9581
Good,F,VS1,0.7,2810
Ideal,D,VS1,0.5,1571
Ideal,D,VS1,0.7,3229
Very Good,E,VS2,0.53,1852
Very Good,E,VS2,0.76,3162
Ideal,H,SI2,1.06,4622
Very Good,G,VS1,0.95,5572
Ideal,G,SI1,1.52,9530
Premium,E,VS2,0.39,1121
Ideal,D,VVS1,0.54,3139
Ideal,D,VS2,1.1,8959
Very Good,G,VVS1,1.26,10922
Premium,E,VS2,0.44,1073
Premium,E,SI1,0.39,860
Ideal,D,VS2,0.54,1725
Premium,D,SI1,0.32,756
Very Good,F,VVS2,0.24,538
Ideal,H,SI2,2.01,14040
Very Good,G,SI1,0.51,1261
Ideal,D,VS2,0.73,3528
Very Good,I,VS1,0.9,3484
Ideal,H,VS1,0.34,596
Premium,G,SI1,2.06,18439
Premium,E,VS1,1.0,8176
Premium,D,SI1,0.35,644
Fair,J,VS2,1.01,3886
Ideal,F,VS2,0.35,706
Ideal,E,SI1,0.78,3146
Ideal,E,SI2,1.6,10798
Premium,F,VS1,1.24,10033
Very Good,E,SI1,1.01,5339
Ideal,F,VVS2,0.32,786
Very Good,E,VS2,0.9,4580
Fair,D,SI1,0.5,1238
Ideal,E,VS2,0.53,1813
Very Good,G,VVS1,1.23,11081
Ideal,I,SI2,2.08,15132
Premium,G,SI2,0.71,1808
Premium,I,VS2,1.81,12939
Ideal,G,VS2,0.32,720
Very Good,F,VS2,0.51,1574
Ideal,H,VS2,1.02,5666
Very Good,E,VS1,0.55,1986
Good,D,VVS2,0.39,1255
Ideal,J,VS2,0.38,572
Ideal,D,VS1,0.72,3622
Ideal,E,SI2,0.92,4011
Ideal,F,VVS2,0.41,1115
Ideal,G,SI1,0.37,586
Ideal,G,SI1,0.73,3089
Ideal,I,VVS2,1.21,7002
Very Good,G,VVS1,0.31,816
Good,J,SI2,1.01,3756
Premium,I,VVS1,0.4,1080
Ideal,G,VS1,0.55,1792
Very Good,G,SI1,0.42,737
Very Good,E,SI2,0.53,1227
Ideal,E,VS1,0.46,1834
Premium,I,VS2,1.23,6206
Premium,D,SI1,0.71,2797
Very Good,E,SI2,1.0,4312
Ideal,G,VS1,0.91,5795
Ideal,J,VS1,0.33,456
Good,F,SI1,0.33,536
Good,E,SI1,0.71,2420
Very Good,I,SI1,1.01,2730
Ideal,F,SI1,0.36,770
Very Good,E,VVS1,0.28,646
Ideal,G,VVS2,0.72,3179
Good,D,SI2,1.0,3965
Ideal,H,SI1,1.0,4788
Very Good,G,VS1,0.77,3197
Ideal,G,VS2,0.32,720
Ideal,H,SI2,1.22,5703
Very Good,D,VVS2,0.23,530
Ideal,I,VS1,1.2,6639
Very Good,H,SI1,1.52,10145
Ideal,H,VVS2,0.41,961
Ideal,D,VS2,0.54,1892
Ideal,F,IF,0.31,901
Ideal,G,SI1,0.31,563
Very Good,D,SI1,0.9,4381
Premium,H,SI1,0.41,876
Fair,F,SI2,0.96,3688
Ideal,D,SI1,0.9,5656
Premium,E,SI1,0.33,743
Ideal,G,VVS2,1.31,11531
Ideal,H,VS2,1.14,5831
Ideal,F,VS1,1.29,10727
Premium,G,IF,0.31,924
Premium,G,SI1,1.16,5366
Very Good,J,VS1,0.3,506
Ideal,E,SI1,0.34,714
Ideal,G,VS2,1.09,7292
Fair,F,VS1,1.01,6759
Ideal,E,VVS2,0.41,1243
Good,G,VS1,1.0,6465
Good,E,SI1,1.02,5183
Very Good,F,SI1,1.01,4899
Premium,H,VS2,1.11,5550
Premium,F,VS2,1.51,13945
Premium,H,I1,2.0,6344
Premium,H,VS2,1.09,5677
Very Good,E,SI2,1.04,4486
Very Good,E,SI2,1.15,5193
Ideal,D,VS2,0.3,710
Premium,G,VS2,0.9,4259
Ideal,G,SI2,1.12,5018
Premium,E,VVS1,0.26,769
Good,G,SI1,0.93,4405
Ideal,E,VVS1,0.59,2829
Very Good,D,VVS2,0.28,642
Very Good,E,SI1,0.31,507
Premium,I,VVS1,0.31,571
Premium,E,VS2,0.37,1041
Premium,G,SI2,1.0,3998
Premium,G,SI2,0.76,1970
Ideal,D,VS2,1.2,9935
Good,I,VS1,1.23,5834
Ideal,G,VVS2,0.5,1760
Ideal,I,VS2,1.54,7848
Ideal,F,VS2,0.36,726
Ideal,I,VVS1,0.41,863
Very Good,F,VVS2,0.23,465
Ideal,G,VS2,0.33,604
Ideal,G,SI1,0.38,688
Ideal,D,VVS2,1.16,12314
Ideal,J,SI2,1.08,3537
Ideal,G,SI2,0.58,1213
Good,D,VS1,0.4,742
Premium,E,VS2,0.3,658
Premium,H,VS1,0.3,526
Premium,E,SI2,0.43,919
Ideal,D,VS2,1.5,15996
Very Good,D,I1,1.18,3816
Ideal,G,IF,0.33,1052
Premium,F,VS1,1.29,10437
Ideal,E,SI1,1.0,5555
Very Good,E,SI2,0.9,3902
Premium,F,VS1,1.21,9279
Good,E,SI1,0.4,687
Very Good,I,SI1,1.2,5522
Ideal,G,VS2,0.41,811
Premium,F,SI1,1.53,11820
Very Good,G,SI2,1.65,9791
Premium,J,VS1,2.0,11793
Good,F,VVS1,0.23,472
Good,G,VVS1,1.0,7134
Premium,D,VVS1,0.31,942
Very Good,F,VS1,0.54,1778
Good,D,SI1,1.75,12918
Ideal,H,I1,1.69,6636
Very Good,G,VS1,1.53,12654
Very Good,F,VS2,1.02,6479
Premium,I,SI1,1.06,4452
Premium,D,SI1,0.31,732
Very Good,H,VS2,1.31,7415
Good,J,VS2,0.41,732
Premium,D,SI2,1.52,6810
Very Good,H,SI2,1.21,5989
Good,D,SI1,0.8,2738
Premium,J,VS2,2.28,16564
Very Good,E,IF,1.04,11269
Very Good,E,SI1,0.4,707
Premium,D,VVS2,0.41,1181
Very Good,E,SI1,0.55,1417
Ideal,G,VS1,0.72,2724
Ideal,D,VVS2,1.09,12185
Ideal,F,VS1,0.39,1024
Premium,F,SI2,0.71,2060
Ideal,G,IF,0.43,1286
Ideal,H,SI1,1.11,5688
Ideal,E,VVS2,0.31,816
Very Good,G,SI1,1.12,5088
Premium,I,SI2,1.46,5519
Premium,D,SI2,1.14,4520
Very Good,E,VS2,0.57,1807
Very Good,D,VS2,0.5,1758
Very Good,H,VVS1,0.3,684
Ideal,J,VS1,0.41,775
Very Good,F,SI2,0.81,2942
Premium,E,VS2,0.57,2274
Very Good,F,SI1,0.9,3842
Premium,G,SI1,1.53,9747
Very Good,E,SI1,1.0,5026
Ideal,G,VVS1,0.32,814
Ideal,H,VS1,0.29,464
Ideal,E,SI1,1.52,11642
Ideal,E,VS2,0.61,2115
Premium,E,VVS1,0.71,3936
Ideal,H,SI1,0.55,1319
Ideal,G,SI2,0.4,573
Ideal,I,VS2,0.71,2360
Ideal,F,VS2,0.25,535
Good,J,VS1,0.4,734
Premium,I,SI1,1.52,9295
Premium,F,SI2,0.86,2818
Very Good,H,SI1,1.53,10473
Ideal,G,SI1,0.4,873
Very Good,G,IF,0.31,924
Ideal,E,VS2,1.09,9346
Very Good,F,VVS2,0.27,682
Premium,F,VS2,1.02,6479
Premium,H,SI2,1.84,7922
Very Good,E,VS1,0.36,894
Ideal,I,VS2,1.51,9891
Ideal,F,VVS2,0.38,1010
Ideal,E,SI2,0.41,876
Premium,F,SI2,0.76,2491
Very Good,G,VS1,0.91,4536
Ideal,F,SI1,0.36,600
Very Good,H,SI2,0.91,3756
Ideal,F,VS1,0.25,595
Ideal,I,VS2,0.4,840
Ideal,G,VVS1,1.31,11146
Very Good,E,SI1,1.01,5759
Very Good,I,SI1,0.3,382
Good,G,SI1,0.58,1388
Good,I,SI1,0.57,1072
Premium,H,SI1,0.31,558
Very Good,H,VS2,2.01,16677
Very Good,F,VS2,0.23,402
Premium,J,SI1,2.01,12209
Good,F,SI1,0.5,1125
Very Good,F,SI1,1.01,4969
Very Good,I,VS2,1.16,4869
Ideal,J,VS2,0.82,2741
Very Good,I,SI2,0.71,1902
Very Good,J,VS1,0.71,1993
Ideal,G,VS1,0.71,2686
Premium,G,SI2,0.25,1186
Good,D,SI1,0.32,706
Ideal,F,SI1,0.42,838
Ideal,E,IF,0.3,957
Ideal,D,SI2,0.38,599
Premium,J,SI1,1.27,5121
Ideal,H,VS2,0.74,3178
Ideal,G,VS2,0.72,2805
Ideal,J,SI1,2.03,13357
Ideal,F,SI1,1.17,5944
Ideal,I,VS2,0.47,884
Ideal,G,VVS1,1.4,15134
Ideal,H,SI1,0.31,464
Ideal,J,SI1,0.72,1832
Premium,F,SI1,0.7,2239
Ideal,H,IF,0.33,806
Ideal,E,VS2,1.08,7548
Very Good,G,VS1,0.3,605
Very Good,G,VVS1,0.7,3208
Ideal,F,VVS1,0.34,1174
Premium,D,VS1,1.01,8201
Ideal,D,SI1,0.36,851
Ideal,H,VVS2,0.34,686
Very Good,J,VS1,0.44,891
Premium,J,VS2,1.24,5128
Ideal,F,VVS2,0.58,2509
Good,E,VS2,0.34,816
Ideal,F,VVS1,0.52,2778
Ideal,G,VVS1,0.46,1412
Very Good,J,VS1,1.2,5016
Good,E,VS2,1.01,6221
Premium,I,SI2,1.55,8069
Premium,H,VS2,1.53,10224
Ideal,D,VVS2,0.3,1041
Premium,H,VS2,1.7,12992
Ideal,E,VS2,0.43,1053
Very Good,D,SI1,0.7,2686
Ideal,H,VS2,0.51,1163
Ideal,H,VS2,0.34,555
Ideal,G,SI2,0.54,1192
Ideal,E,VS2,0.42,1024
Ideal,G,VVS2,1.1,8932
Ideal,E,SI1,0.73,2523
Premium,D,VS2,0.52,1919
Very Good,I,VS1,0.24,397
Good,G,SI2,1.78,9071
Ideal,I,VVS2,0.38,768
Very Good,D,VS1,0.9,5511
Ideal,J,VS1,0.4,633
Ideal,E,VVS2,0.32,779
Very Good,F,SI2,1.01,4332
Premium,F,VVS2,0.4,1088
Ideal,H,SI2,0.85,2635
Ideal,D,VVS1,0.35,1266
Ideal,F,VVS2,0.56,2202
Premium,I,VVS2,1.5,10483
Premium,I,VS1,1.75,12529
Fair,F,VS2,0.9,4536
Ideal,E,VS2,0.54,1613
Ideal,E,VVS2,0.36,1131
Ideal,D,SI1,0.56,1723
Premium,I,VS1,1.7,8840
Premium,G,VS1,0.35,906
Very Good,D,SI1,0.31,732
Fair,G,VS2,0.71,2623
Ideal,G,IF,0.27,566
Ideal,F,VVS1,0.31,840
Very Good,H,VVS1,0.31,707
Good,H,SI2,1.75,8385
Fair,G,VS1,0.85,2998
Premium,G,VS2,0.32,561
Ideal,I,VVS1,0.41,1107
Premium,F,VS1,0.42,1031
Fair,I,VS2,1.53,8996
Very Good,I,SI1,0.71,2063
Very Good,G,VVS2,1.0,6818
Very Good,E,SI2,1.59,8994
Premium,E,SI2,0.43,882
Ideal,G,VS2,1.01,6108
Premium,I,SI1,1.01,4129
Ideal,H,SI1,0.99,5287
Premium,G,VS2,0.31,544
Ideal,E,SI1,1.5,10777
Premium,F,SI1,1.54,9926
Very Good,I,VS2,0.97,4018
Ideal,G,VS2,1.1,6387
Premium,G,VS2,0.9,3850
Premium,D,VS1,1.04,8341
Ideal,H,SI1,1.06,5143
Ideal,D,VS2,0.4,982
Ideal,J,VS2,1.06,5459
Very Good,D,VVS2,0.5,2310
Ideal,F,VS2,1.25,10006
Ideal,I,VS1,0.38,703
Very Good,F,VS2,1.71,17052
Ideal,D,SI1,1.0,5775
Premium,E,VS2,0.9,4500
Ideal,E,SI1,0.8,4125
Premium,F,VS2,0.34,686
Ideal,H,VS1,0.27,500
Very Good,H,VS1,0.31,544
Ideal,E,VS2,0.3,658
Good,G,SI2,1.22,4181
Ideal,F,SI1,0.4,916
Premium,J,VS2,1.0,3685
Good,E,VS1,1.52,15792
Very Good,I,SI1,0.88,2699
Very Good,G,SI2,1.12,4852
Ideal,G,VVS2,0.52,1897
Ideal,F,VS1,0.51,1836
Good,E,SI1,0.5,1155
Ideal,J,VS1,0.74,2154
Ideal,F,IF,0.33,1240
Premium,E,VS1,0.41,1153
Very Good,E,VVS2,0.32,816
Ideal,H,SI2,1.52,5277
Premium,D,VVS2,0.38,1009
Ideal,H,VS2,0.55,1402
Ideal,D,SI1,1.7,12190
Premium,E,SI1,0.33,693
Very Good,G,VS2,0.51,1438
Good,D,VS2,1.0,5645
Premium,D,SI1,0.33,780
Ideal,J,VS2,1.7,9414
Premium,F,VS2,0.52,1720
Ideal,G,VS2,0.27,459
Premium,F,VS2,0.31,802
Premium,E,SI1,0.9,4092
Very Good,H,VVS2,0.57,1726
Very Good,H,VS1,0.71,2277
Good,D,SI1,0.59,1821
Ideal,E,SI1,0.55,1566
Premium,E,VS2,0.52,1815
Premium,I,SI2,2.31,17218
Good,E,SI1,0.5,1232
Ideal,G,IF,1.01,8957
Ideal,G,SI1,1.26,7711
Very Good,F,VS1,0.7,2925
Very Good,I,SI1,0.3,394
Premium,E,VS2,0.54,1555
Good,D,SI2,1.01,4468
Very Good,G,VS1,0.32,645
Very Good,D,SI2,0.23,449
Ideal,F,VVS1,1.04,10825
Ideal,G,VVS2,0.51,1827
Premium,F,I1,0.73,1207
Ideal,E,SI1,0.71,2756
Premium,D,SI1,0.56,1814
Ideal,H,VS2,0.31,628
Very Good,D,VS1,0.54,2004
Good,I,SI1,1.0,3640
Very Good,D,VVS2,0.5,2115
Ideal,I,SI1,1.25,6352
Premium,D,VS2,0.5,1752
Good,E,VS2,0.91,4823
Fair,G,I1,1.0,1954
Good,D,VS2,0.3,608
Premium,H,VS2,0.34,689
Ideal,G,VS2,1.11,8400
Very Good,G,VS2,0.7,2479
Ideal,G,VVS2,1.2,9407
Very Good,H,SI1,1.01,4249
Ideal,E,VVS1,0.31,853
Ideal,D,VVS2,1.1,10410
Ideal,H,VS2,1.0,4704
Premium,J,VS1,1.21,5556
Ideal,G,SI1,0.7,2478
Very Good,J,SI1,2.18,13812
Very Good,E,SI2,0.72,3084
Premium,H,SI1,2.19,17016
Very Good,I,SI2,1.82,10701
Premium,H,SI1,1.62,11455
Ideal,E,VVS2,0.3,1053
Very Good,J,SI2,1.01,3088
Good,H,SI1,1.16,5576
Ideal,H,VVS2,0.32,645
Very Good,J,SI1,1.21,4990
Premium,G,VS1,0.31,617
Ideal,H,SI1,0.44,941
Very Good,G,SI2,1.01,3852
Very Good,E,SI2,1.02,4414
Good,D,SI1,0.41,791
Fair,F,SI2,1.7,9996
Very Good,F,SI2,1.01,4416
Ideal,G,VS2,0.31,544
Very Good,D,VVS2,0.29,664
Ideal,G,VS1,0.73,3041
Good,H,SI1,0.9,2732
Very Good,G,SI2,1.51,8973
Very Good,H,SI1,1.0,4995
Fair,H,VS2,0.9,3697
Good,G,SI1,2.01,17804
Premium,E,SI1,1.5,11638
Ideal,E,VVS1,0.36,1043
Ideal,G,IF,0.29,673
Very Good,H,SI1,1.26,6546
Ideal,E,SI2,0.43,716
Ideal,E,VVS1,0.42,1176
Ideal,H,VS1,2.01,17983
Ideal,I,VVS1,0.71,2530
Premium,G,VS2,0.34,596
Premium,H,SI1,1.01,4513
Good,G,VS2,1.0,5645
Premium,D,SI1,0.9,4612
Premium,F,SI1,0.71,2345
Ideal,E,VS1,0.28,625
Ideal,F,VS2,1.26,9999
Ideal,I,SI1,2.03,15291
Very Good,D,VS2,0.7,2767
Good,H,SI1,0.52,1111
Very Good,E,SI1,0.95,4711
Very Good,I,VS2,0.72,2337
Good,D,SI1,1.01,5443
Very Good,H,VVS2,0.26,565
Premium,G,VS2,0.27,397
Premium,F,SI2,1.0,4340
Very Good,H,SI1,1.01,4659
Very Good,D,SI1,0.65,1945
Ideal,G,VVS2,0.51,1750
Ideal,I,SI1,1.14,4953
Premium,F,SI2,0.7,2139
Very Good,G,VVS2,0.5,1838
Good,D,VS2,0.38,871
Premium,H,VS2,0.54,1389
Very Good,G,VS2,1.0,6743
Good,D,SI2,0.54,1377
Very Good,G,VS1,0.4,868
Premium,F,VS2,0.31,625
Good,J,VS2,0.97,3129
Ideal,F,VVS1,1.03,10619
Very Good,I,VVS1,0.3,552
Premium,I,SI1,0.5,1059
Premium,F,I1,1.0,3405
Premium,D,SI1,0.35,827
Very Good,J,SI1,2.44,17472
Premium,I,VS2,1.51,9116
Very Good,H,VS1,0.77,2765
Ideal,E,I1,0.39,655
Ideal,D,SI2,0.7,2575
Premium,G,VS1,0.5,1583
Very Good,E,SI1,0.9,4239
Premium,E,SI1,1.01,5077
Ideal,E,SI1,0.52,1656
Very Good,G,VS2,1.83,18358
Ideal,G,VVS1,0.31,816
Ideal,H,SI1,0.56,1214
Premium,H,SI1,0.91,3669
Ideal,I,SI1,1.5,8371
Ideal,J,VVS1,0.61,1692
Ideal,I,SI2,1.57,7385
Ideal,G,VS1,0.51,1652
Premium,J,VS1,1.56,8476
Very Good,D,SI1,0.94,4902
Premium,E,VS2,0.52,1576
Good,E,VS1,0.45,1241
Ideal,I,VS2,0.81,3355
Very Good,E,SI2,0.91,3986
Good,J,VS2,0.74,1912
Ideal,D,VS2,0.34,805
Ideal,F,VS1,0.55,1901
Ideal,G,SI2,0.31,408
Ideal,E,IF,1.3,15874
Premium,G,SI2,1.15,4861
Ideal,F,SI1,0.33,550
Very Good,E,VS2,1.01,6399
Fair,F,SI1,1.0,3669
Fair,F,SI1,1.02,5255
